from_to_hr,probability
"((31, 136), 7)",2.898466711109823e-05
"((31, 138), 9)",2.898466711109823e-05
"((31, 141), 7)",2.898466711109823e-05
"((31, 143), 7)",2.898466711109823e-05
"((31, 143), 8)",2.898466711109823e-05
"((31, 143), 9)",5.796933422219646e-05
"((31, 146), 8)",2.898466711109823e-05
"((31, 147), 8)",2.898466711109823e-05
"((31, 148), 7)",2.898466711109823e-05
"((31, 148), 8)",0.00011593866844439292
"((31, 148), 9)",5.796933422219646e-05
"((31, 149), 7)",2.898466711109823e-05
"((31, 149), 8)",2.898466711109823e-05
"((31, 151), 6)",2.898466711109823e-05
"((31, 151), 8)",2.898466711109823e-05
"((31, 153), 6)",5.796933422219646e-05
"((31, 153), 7)",2.898466711109823e-05
"((31, 153), 9)",8.695400133329469e-05
"((31, 154), 9)",0.0002028926697776876
"((31, 167), 7)",0.00014492333555549114
"((31, 167), 8)",0.00023187733688878585
"((31, 167), 9)",0.00011593866844439292
"((31, 168), 8)",5.796933422219646e-05
"((31, 169), 7)",2.898466711109823e-05
"((31, 169), 9)",2.898466711109823e-05
"((31, 177), 9)",2.898466711109823e-05
"((31, 184), 8)",2.898466711109823e-05
"((31, 185), 6)",2.898466711109823e-05
"((31, 185), 7)",0.0002898466711109823
"((31, 185), 8)",0.0007825860119996522
"((31, 185), 9)",0.00043477000666647343
"((31, 186), 9)",2.898466711109823e-05
"((31, 189), 7)",2.898466711109823e-05
"((31, 189), 8)",2.898466711109823e-05
"((31, 189), 9)",2.898466711109823e-05
"((31, 190), 8)",2.898466711109823e-05
"((31, 192), 8)",5.796933422219646e-05
"((31, 194), 8)",2.898466711109823e-05
"((31, 195), 7)",8.695400133329469e-05
"((31, 195), 8)",0.0002028926697776876
"((31, 195), 9)",5.796933422219646e-05
"((31, 196), 7)",2.898466711109823e-05
"((31, 196), 8)",5.796933422219646e-05
"((31, 196), 9)",2.898466711109823e-05
"((31, 197), 6)",2.898466711109823e-05
"((31, 197), 7)",2.898466711109823e-05
"((31, 197), 8)",8.695400133329469e-05
"((31, 197), 9)",5.796933422219646e-05
"((31, 202), 6)",8.695400133329469e-05
"((31, 202), 7)",0.0002028926697776876
"((31, 202), 8)",0.0013043100199994202
"((31, 202), 9)",0.0006956320106663575
"((31, 204), 9)",2.898466711109823e-05
"((31, 207), 8)",2.898466711109823e-05
"((31, 208), 6)",0.00017390800266658938
"((31, 208), 7)",0.00011593866844439292
"((31, 208), 8)",0.00011593866844439292
"((31, 208), 9)",0.00011593866844439292
"((31, 209), 9)",2.898466711109823e-05
"((31, 213), 6)",2.898466711109823e-05
"((31, 213), 7)",5.796933422219646e-05
"((31, 217), 8)",2.898466711109823e-05
"((31, 221), 8)",5.796933422219646e-05
"((31, 222), 8)",0.00011593866844439292
"((31, 222), 9)",5.796933422219646e-05
"((31, 227), 7)",0.00011593866844439292
"((31, 227), 8)",8.695400133329469e-05
"((31, 227), 9)",5.796933422219646e-05
"((31, 231), 9)",2.898466711109823e-05
"((31, 236), 7)",2.898466711109823e-05
"((31, 239), 7)",0.00011593866844439292
"((31, 239), 8)",0.00014492333555549114
"((31, 239), 9)",2.898466711109823e-05
"((31, 245), 9)",2.898466711109823e-05
"((32, 120), 6)",2.898466711109823e-05
"((32, 134), 8)",2.898466711109823e-05
"((32, 157), 8)",2.898466711109823e-05
"((32, 167), 8)",2.898466711109823e-05
"((32, 167), 9)",2.898466711109823e-05
"((32, 169), 7)",5.796933422219646e-05
"((32, 169), 8)",8.695400133329469e-05
"((32, 169), 9)",2.898466711109823e-05
"((32, 202), 7)",2.898466711109823e-05
"((32, 227), 8)",2.898466711109823e-05
"((33, 7), 9)",2.898466711109823e-05
"((33, 65), 8)",2.898466711109823e-05
"((33, 134), 8)",2.898466711109823e-05
"((34, 6), 7)",2.898466711109823e-05
"((34, 6), 8)",2.898466711109823e-05
"((34, 6), 9)",2.898466711109823e-05
"((34, 41), 9)",2.898466711109823e-05
"((34, 50), 9)",2.898466711109823e-05
"((34, 65), 7)",5.796933422219646e-05
"((34, 119), 9)",2.898466711109823e-05
"((34, 134), 8)",2.898466711109823e-05
"((34, 134), 9)",2.898466711109823e-05
"((34, 148), 8)",2.898466711109823e-05
"((34, 153), 6)",2.898466711109823e-05
"((34, 164), 9)",2.898466711109823e-05
"((34, 181), 7)",2.898466711109823e-05
"((34, 181), 8)",2.898466711109823e-05
"((34, 185), 9)",5.796933422219646e-05
"((34, 202), 8)",2.898466711109823e-05
"((34, 251), 9)",2.898466711109823e-05
"((35, 7), 8)",2.898466711109823e-05
"((35, 47), 8)",2.898466711109823e-05
"((35, 54), 6)",2.898466711109823e-05
"((35, 65), 9)",5.796933422219646e-05
"((35, 104), 9)",2.898466711109823e-05
"((35, 110), 7)",2.898466711109823e-05
"((35, 111), 8)",2.898466711109823e-05
"((35, 111), 9)",5.796933422219646e-05
"((35, 112), 9)",2.898466711109823e-05
"((35, 121), 6)",2.898466711109823e-05
"((35, 121), 9)",2.898466711109823e-05
"((35, 134), 8)",2.898466711109823e-05
"((35, 151), 8)",2.898466711109823e-05
"((35, 153), 7)",2.898466711109823e-05
"((35, 153), 9)",2.898466711109823e-05
"((35, 158), 9)",2.898466711109823e-05
"((35, 159), 8)",2.898466711109823e-05
"((35, 160), 9)",2.898466711109823e-05
"((35, 163), 9)",0.00017390800266658938
"((35, 165), 9)",5.796933422219646e-05
"((35, 167), 8)",2.898466711109823e-05
"((35, 168), 6)",2.898466711109823e-05
"((35, 168), 7)",2.898466711109823e-05
"((35, 168), 8)",2.898466711109823e-05
"((35, 168), 9)",2.898466711109823e-05
"((35, 169), 9)",2.898466711109823e-05
"((35, 177), 9)",2.898466711109823e-05
"((35, 178), 6)",0.0002028926697776876
"((35, 185), 6)",2.898466711109823e-05
"((35, 185), 9)",2.898466711109823e-05
"((35, 195), 9)",2.898466711109823e-05
"((35, 202), 8)",5.796933422219646e-05
"((35, 202), 9)",2.898466711109823e-05
"((35, 204), 8)",2.898466711109823e-05
"((35, 224), 7)",2.898466711109823e-05
"((35, 224), 8)",2.898466711109823e-05
"((35, 227), 9)",2.898466711109823e-05
"((35, 232), 9)",2.898466711109823e-05
"((35, 250), 8)",2.898466711109823e-05
"((37, 58), 9)",2.898466711109823e-05
"((37, 179), 7)",2.898466711109823e-05
"((37, 181), 7)",2.898466711109823e-05
"((37, 181), 8)",2.898466711109823e-05
"((37, 205), 6)",2.898466711109823e-05
"((37, 205), 8)",2.898466711109823e-05
"((37, 205), 9)",2.898466711109823e-05
"((37, 214), 7)",2.898466711109823e-05
"((37, 238), 7)",2.898466711109823e-05
"((40, 6), 8)",2.898466711109823e-05
"((40, 7), 9)",2.898466711109823e-05
"((40, 42), 9)",2.898466711109823e-05
"((40, 53), 9)",2.898466711109823e-05
"((40, 61), 8)",2.898466711109823e-05
"((40, 134), 6)",5.796933422219646e-05
"((40, 134), 7)",0.0002608620039998841
"((40, 148), 9)",5.796933422219646e-05
"((40, 164), 9)",2.898466711109823e-05
"((40, 187), 8)",0.00023187733688878585
"((40, 228), 7)",2.898466711109823e-05
"((40, 245), 9)",2.898466711109823e-05
"((41, 6), 8)",2.898466711109823e-05
"((41, 7), 8)",2.898466711109823e-05
"((41, 34), 9)",2.898466711109823e-05
"((41, 44), 9)",2.898466711109823e-05
"((41, 47), 8)",2.898466711109823e-05
"((41, 48), 9)",2.898466711109823e-05
"((41, 65), 7)",2.898466711109823e-05
"((41, 129), 9)",8.695400133329469e-05
"((41, 141), 8)",2.898466711109823e-05
"((41, 151), 9)",2.898466711109823e-05
"((41, 153), 8)",2.898466711109823e-05
"((41, 159), 9)",2.898466711109823e-05
"((41, 164), 8)",2.898466711109823e-05
"((41, 164), 9)",2.898466711109823e-05
"((41, 169), 9)",2.898466711109823e-05
"((41, 175), 9)",2.898466711109823e-05
"((41, 183), 9)",2.898466711109823e-05
"((41, 184), 6)",2.898466711109823e-05
"((41, 191), 9)",2.898466711109823e-05
"((41, 210), 8)",2.898466711109823e-05
"((42, 0), 8)",2.898466711109823e-05
"((42, 6), 7)",2.898466711109823e-05
"((42, 6), 8)",0.0002028926697776876
"((42, 6), 9)",8.695400133329469e-05
"((42, 7), 8)",5.796933422219646e-05
"((42, 10), 6)",2.898466711109823e-05
"((42, 10), 8)",2.898466711109823e-05
"((42, 31), 7)",5.796933422219646e-05
"((42, 44), 8)",5.796933422219646e-05
"((42, 54), 7)",2.898466711109823e-05
"((42, 55), 8)",5.796933422219646e-05
"((42, 57), 8)",5.796933422219646e-05
"((42, 58), 7)",2.898466711109823e-05
"((42, 60), 7)",2.898466711109823e-05
"((42, 63), 9)",8.695400133329469e-05
"((42, 64), 6)",2.898466711109823e-05
"((42, 64), 8)",5.796933422219646e-05
"((42, 64), 9)",2.898466711109823e-05
"((42, 65), 6)",5.796933422219646e-05
"((42, 65), 7)",0.00014492333555549114
"((42, 65), 8)",0.00017390800266658938
"((42, 65), 9)",0.0003188313382220805
"((42, 104), 8)",5.796933422219646e-05
"((42, 119), 6)",2.898466711109823e-05
"((42, 119), 9)",2.898466711109823e-05
"((42, 121), 7)",5.796933422219646e-05
"((42, 130), 8)",2.898466711109823e-05
"((42, 133), 7)",8.695400133329469e-05
"((42, 133), 8)",2.898466711109823e-05
"((42, 133), 9)",5.796933422219646e-05
"((42, 134), 7)",2.898466711109823e-05
"((42, 134), 8)",0.00014492333555549114
"((42, 134), 9)",8.695400133329469e-05
"((42, 135), 7)",2.898466711109823e-05
"((42, 135), 8)",2.898466711109823e-05
"((42, 136), 6)",2.898466711109823e-05
"((42, 136), 7)",2.898466711109823e-05
"((42, 143), 8)",8.695400133329469e-05
"((42, 143), 9)",5.796933422219646e-05
"((42, 146), 8)",0.00023187733688878585
"((42, 147), 8)",2.898466711109823e-05
"((42, 148), 6)",0.00017390800266658938
"((42, 148), 7)",5.796933422219646e-05
"((42, 148), 8)",0.0005796933422219646
"((42, 148), 9)",0.00017390800266658938
"((42, 150), 8)",2.898466711109823e-05
"((42, 153), 7)",2.898466711109823e-05
"((42, 153), 9)",2.898466711109823e-05
"((42, 163), 8)",2.898466711109823e-05
"((42, 164), 9)",2.898466711109823e-05
"((42, 167), 8)",2.898466711109823e-05
"((42, 167), 9)",5.796933422219646e-05
"((42, 168), 8)",2.898466711109823e-05
"((42, 180), 9)",2.898466711109823e-05
"((42, 181), 6)",5.796933422219646e-05
"((42, 181), 8)",2.898466711109823e-05
"((42, 183), 6)",2.898466711109823e-05
"((42, 185), 6)",2.898466711109823e-05
"((42, 185), 7)",8.695400133329469e-05
"((42, 185), 8)",0.00023187733688878585
"((42, 185), 9)",0.0006086780093330628
"((42, 189), 7)",2.898466711109823e-05
"((42, 189), 8)",2.898466711109823e-05
"((42, 190), 6)",2.898466711109823e-05
"((42, 190), 9)",5.796933422219646e-05
"((42, 191), 7)",2.898466711109823e-05
"((42, 191), 9)",2.898466711109823e-05
"((42, 192), 7)",2.898466711109823e-05
"((42, 192), 8)",0.0002028926697776876
"((42, 193), 8)",2.898466711109823e-05
"((42, 193), 9)",2.898466711109823e-05
"((42, 194), 8)",8.695400133329469e-05
"((42, 195), 6)",2.898466711109823e-05
"((42, 195), 7)",0.00017390800266658938
"((42, 195), 8)",2.898466711109823e-05
"((42, 195), 9)",8.695400133329469e-05
"((42, 197), 8)",5.796933422219646e-05
"((42, 198), 9)",2.898466711109823e-05
"((42, 200), 9)",2.898466711109823e-05
"((42, 202), 6)",8.695400133329469e-05
"((42, 202), 7)",0.0005217240079997682
"((42, 202), 8)",0.000637662676444161
"((42, 202), 9)",0.00011593866844439292
"((42, 203), 9)",2.898466711109823e-05
"((42, 208), 6)",2.898466711109823e-05
"((42, 208), 9)",5.796933422219646e-05
"((42, 214), 7)",2.898466711109823e-05
"((42, 217), 9)",2.898466711109823e-05
"((42, 221), 9)",2.898466711109823e-05
"((42, 222), 7)",2.898466711109823e-05
"((42, 222), 8)",8.695400133329469e-05
"((42, 227), 6)",5.796933422219646e-05
"((42, 227), 7)",0.00014492333555549114
"((42, 227), 8)",0.00011593866844439292
"((42, 227), 9)",5.796933422219646e-05
"((42, 231), 9)",2.898466711109823e-05
"((42, 234), 6)",2.898466711109823e-05
"((42, 239), 8)",2.898466711109823e-05
"((42, 244), 9)",2.898466711109823e-05
"((42, 247), 8)",2.898466711109823e-05
"((42, 251), 9)",2.898466711109823e-05
"((43, 0), 8)",2.898466711109823e-05
"((43, 6), 6)",2.898466711109823e-05
"((43, 6), 7)",0.0002898466711109823
"((43, 6), 8)",0.0008695400133329469
"((43, 6), 9)",0.0004637546737775717
"((43, 9), 8)",5.796933422219646e-05
"((43, 31), 6)",2.898466711109823e-05
"((43, 44), 9)",2.898466711109823e-05
"((43, 47), 8)",2.898466711109823e-05
"((43, 55), 6)",2.898466711109823e-05
"((43, 55), 7)",8.695400133329469e-05
"((43, 55), 8)",2.898466711109823e-05
"((43, 55), 9)",0.00011593866844439292
"((43, 58), 9)",2.898466711109823e-05
"((43, 60), 8)",5.796933422219646e-05
"((43, 60), 9)",0.00011593866844439292
"((43, 65), 7)",5.796933422219646e-05
"((43, 65), 8)",0.00014492333555549114
"((43, 65), 9)",5.796933422219646e-05
"((43, 104), 7)",2.898466711109823e-05
"((43, 104), 8)",0.00023187733688878585
"((43, 110), 8)",2.898466711109823e-05
"((43, 112), 7)",2.898466711109823e-05
"((43, 120), 7)",5.796933422219646e-05
"((43, 120), 8)",5.796933422219646e-05
"((43, 120), 9)",2.898466711109823e-05
"((43, 121), 7)",0.00014492333555549114
"((43, 121), 8)",2.898466711109823e-05
"((43, 121), 9)",0.00017390800266658938
"((43, 122), 9)",2.898466711109823e-05
"((43, 123), 8)",5.796933422219646e-05
"((43, 123), 9)",2.898466711109823e-05
"((43, 127), 8)",2.898466711109823e-05
"((43, 134), 6)",5.796933422219646e-05
"((43, 134), 7)",2.898466711109823e-05
"((43, 134), 8)",8.695400133329469e-05
"((43, 134), 9)",5.796933422219646e-05
"((43, 137), 7)",8.695400133329469e-05
"((43, 137), 9)",8.695400133329469e-05
"((43, 138), 6)",2.898466711109823e-05
"((43, 138), 7)",0.00014492333555549114
"((43, 138), 8)",2.898466711109823e-05
"((43, 145), 9)",2.898466711109823e-05
"((43, 150), 6)",2.898466711109823e-05
"((43, 150), 7)",5.796933422219646e-05
"((43, 150), 8)",2.898466711109823e-05
"((43, 150), 9)",0.00011593866844439292
"((43, 153), 7)",5.796933422219646e-05
"((43, 153), 8)",2.898466711109823e-05
"((43, 167), 8)",0.00011593866844439292
"((43, 167), 9)",2.898466711109823e-05
"((43, 174), 6)",2.898466711109823e-05
"((43, 185), 7)",5.796933422219646e-05
"((43, 185), 8)",0.00014492333555549114
"((43, 185), 9)",0.00014492333555549114
"((43, 187), 9)",2.898466711109823e-05
"((43, 202), 6)",2.898466711109823e-05
"((43, 202), 7)",2.898466711109823e-05
"((43, 202), 8)",0.0002898466711109823
"((43, 202), 9)",0.0002608620039998841
"((43, 204), 7)",2.898466711109823e-05
"((43, 218), 9)",2.898466711109823e-05
"((43, 220), 9)",2.898466711109823e-05
"((43, 222), 6)",2.898466711109823e-05
"((43, 222), 7)",5.796933422219646e-05
"((43, 222), 8)",0.00011593866844439292
"((43, 222), 9)",5.796933422219646e-05
"((43, 224), 8)",2.898466711109823e-05
"((43, 227), 9)",5.796933422219646e-05
"((44, 6), 7)",5.796933422219646e-05
"((44, 6), 8)",2.898466711109823e-05
"((44, 6), 9)",0.00011593866844439292
"((44, 7), 8)",2.898466711109823e-05
"((44, 34), 8)",5.796933422219646e-05
"((44, 43), 8)",2.898466711109823e-05
"((44, 47), 7)",2.898466711109823e-05
"((44, 47), 9)",5.796933422219646e-05
"((44, 65), 8)",5.796933422219646e-05
"((44, 65), 9)",2.898466711109823e-05
"((44, 133), 9)",2.898466711109823e-05
"((44, 134), 7)",2.898466711109823e-05
"((44, 134), 8)",0.00011593866844439292
"((44, 134), 9)",0.00017390800266658938
"((44, 135), 9)",2.898466711109823e-05
"((44, 138), 9)",2.898466711109823e-05
"((44, 153), 9)",2.898466711109823e-05
"((44, 161), 8)",2.898466711109823e-05
"((44, 167), 8)",2.898466711109823e-05
"((44, 167), 9)",2.898466711109823e-05
"((44, 168), 9)",2.898466711109823e-05
"((44, 175), 8)",2.898466711109823e-05
"((44, 189), 7)",2.898466711109823e-05
"((44, 195), 9)",8.695400133329469e-05
"((44, 202), 8)",5.796933422219646e-05
"((44, 208), 7)",2.898466711109823e-05
"((44, 209), 7)",2.898466711109823e-05
"((44, 209), 9)",2.898466711109823e-05
"((44, 210), 9)",2.898466711109823e-05
"((44, 218), 8)",2.898466711109823e-05
"((44, 222), 9)",2.898466711109823e-05
"((44, 231), 8)",2.898466711109823e-05
"((44, 231), 9)",0.00011593866844439292
"((44, 244), 8)",2.898466711109823e-05
"((45, 34), 9)",2.898466711109823e-05
"((45, 41), 9)",2.898466711109823e-05
"((45, 43), 9)",2.898466711109823e-05
"((45, 47), 6)",2.898466711109823e-05
"((45, 59), 7)",2.898466711109823e-05
"((45, 141), 8)",2.898466711109823e-05
"((45, 161), 8)",5.796933422219646e-05
"((45, 167), 8)",2.898466711109823e-05
"((45, 167), 9)",2.898466711109823e-05
"((45, 202), 8)",2.898466711109823e-05
"((45, 242), 8)",2.898466711109823e-05
"((45, 248), 9)",2.898466711109823e-05
"((46, 6), 8)",5.796933422219646e-05
"((46, 6), 9)",5.796933422219646e-05
"((46, 7), 7)",2.898466711109823e-05
"((46, 9), 8)",2.898466711109823e-05
"((46, 9), 9)",2.898466711109823e-05
"((46, 31), 7)",2.898466711109823e-05
"((46, 31), 8)",2.898466711109823e-05
"((46, 60), 9)",2.898466711109823e-05
"((46, 65), 8)",2.898466711109823e-05
"((46, 65), 9)",5.796933422219646e-05
"((46, 134), 9)",2.898466711109823e-05
"((46, 149), 8)",2.898466711109823e-05
"((46, 153), 8)",8.695400133329469e-05
"((46, 156), 8)",2.898466711109823e-05
"((46, 167), 9)",2.898466711109823e-05
"((46, 185), 6)",2.898466711109823e-05
"((46, 185), 7)",2.898466711109823e-05
"((46, 185), 8)",2.898466711109823e-05
"((46, 185), 9)",8.695400133329469e-05
"((46, 189), 9)",2.898466711109823e-05
"((46, 194), 9)",2.898466711109823e-05
"((46, 195), 6)",2.898466711109823e-05
"((46, 202), 8)",8.695400133329469e-05
"((46, 208), 7)",2.898466711109823e-05
"((46, 221), 9)",2.898466711109823e-05
"((46, 231), 6)",2.898466711109823e-05
"((47, 6), 6)",2.898466711109823e-05
"((47, 6), 7)",2.898466711109823e-05
"((47, 6), 8)",2.898466711109823e-05
"((47, 41), 7)",2.898466711109823e-05
"((47, 41), 9)",0.00017390800266658938
"((47, 43), 6)",2.898466711109823e-05
"((47, 65), 9)",2.898466711109823e-05
"((47, 66), 8)",2.898466711109823e-05
"((47, 104), 6)",2.898466711109823e-05
"((47, 104), 8)",2.898466711109823e-05
"((47, 104), 9)",2.898466711109823e-05
"((47, 129), 8)",2.898466711109823e-05
"((47, 130), 7)",2.898466711109823e-05
"((47, 131), 6)",2.898466711109823e-05
"((47, 131), 7)",2.898466711109823e-05
"((47, 131), 8)",2.898466711109823e-05
"((47, 132), 6)",2.898466711109823e-05
"((47, 132), 7)",8.695400133329469e-05
"((47, 132), 8)",8.695400133329469e-05
"((47, 134), 6)",5.796933422219646e-05
"((47, 134), 8)",8.695400133329469e-05
"((47, 134), 9)",2.898466711109823e-05
"((47, 153), 6)",2.898466711109823e-05
"((47, 153), 7)",2.898466711109823e-05
"((47, 153), 9)",8.695400133329469e-05
"((47, 154), 6)",2.898466711109823e-05
"((47, 155), 7)",2.898466711109823e-05
"((47, 168), 9)",2.898466711109823e-05
"((47, 169), 8)",5.796933422219646e-05
"((47, 169), 9)",5.796933422219646e-05
"((47, 175), 9)",5.796933422219646e-05
"((47, 177), 7)",2.898466711109823e-05
"((47, 177), 8)",2.898466711109823e-05
"((47, 185), 8)",2.898466711109823e-05
"((47, 185), 9)",2.898466711109823e-05
"((47, 193), 8)",5.796933422219646e-05
"((47, 195), 7)",2.898466711109823e-05
"((47, 196), 9)",2.898466711109823e-05
"((47, 202), 9)",2.898466711109823e-05
"((47, 222), 6)",0.00011593866844439292
"((47, 222), 7)",8.695400133329469e-05
"((47, 231), 6)",2.898466711109823e-05
"((47, 231), 7)",2.898466711109823e-05
"((47, 245), 8)",2.898466711109823e-05
"((48, 41), 7)",2.898466711109823e-05
"((48, 41), 8)",5.796933422219646e-05
"((48, 195), 9)",2.898466711109823e-05
"((48, 209), 9)",2.898466711109823e-05
"((48, 227), 8)",2.898466711109823e-05
"((49, 3), 9)",2.898466711109823e-05
"((49, 5), 9)",2.898466711109823e-05
"((49, 6), 8)",2.898466711109823e-05
"((49, 65), 9)",2.898466711109823e-05
"((49, 143), 9)",8.695400133329469e-05
"((49, 181), 7)",2.898466711109823e-05
"((49, 202), 6)",2.898466711109823e-05
"((49, 202), 8)",2.898466711109823e-05
"((49, 207), 8)",2.898466711109823e-05
"((49, 210), 9)",2.898466711109823e-05
"((49, 238), 8)",2.898466711109823e-05
"((50, 1), 7)",0.00017390800266658938
"((50, 3), 9)",5.796933422219646e-05
"((50, 6), 7)",5.796933422219646e-05
"((50, 6), 9)",2.898466711109823e-05
"((50, 10), 8)",5.796933422219646e-05
"((50, 10), 9)",5.796933422219646e-05
"((50, 41), 6)",2.898466711109823e-05
"((50, 42), 8)",8.695400133329469e-05
"((50, 42), 9)",2.898466711109823e-05
"((50, 44), 8)",2.898466711109823e-05
"((50, 51), 9)",2.898466711109823e-05
"((50, 57), 7)",2.898466711109823e-05
"((50, 65), 8)",2.898466711109823e-05
"((50, 65), 9)",2.898466711109823e-05
"((50, 66), 9)",2.898466711109823e-05
"((50, 115), 7)",2.898466711109823e-05
"((50, 116), 8)",5.796933422219646e-05
"((50, 116), 9)",2.898466711109823e-05
"((50, 128), 8)",2.898466711109823e-05
"((50, 131), 9)",2.898466711109823e-05
"((50, 133), 6)",2.898466711109823e-05
"((50, 133), 8)",5.796933422219646e-05
"((50, 133), 9)",2.898466711109823e-05
"((50, 134), 8)",2.898466711109823e-05
"((50, 134), 9)",2.898466711109823e-05
"((50, 135), 8)",2.898466711109823e-05
"((50, 141), 7)",8.695400133329469e-05
"((50, 141), 9)",8.695400133329469e-05
"((50, 143), 8)",2.898466711109823e-05
"((50, 143), 9)",2.898466711109823e-05
"((50, 146), 7)",2.898466711109823e-05
"((50, 148), 8)",8.695400133329469e-05
"((50, 148), 9)",2.898466711109823e-05
"((50, 168), 8)",2.898466711109823e-05
"((50, 172), 8)",2.898466711109823e-05
"((50, 180), 8)",2.898466711109823e-05
"((50, 184), 7)",2.898466711109823e-05
"((50, 184), 9)",0.00011593866844439292
"((50, 185), 7)",0.00014492333555549114
"((50, 185), 8)",8.695400133329469e-05
"((50, 185), 9)",2.898466711109823e-05
"((50, 189), 7)",2.898466711109823e-05
"((50, 190), 7)",2.898466711109823e-05
"((50, 190), 8)",5.796933422219646e-05
"((50, 191), 8)",5.796933422219646e-05
"((50, 191), 9)",2.898466711109823e-05
